,men_Pt025_RPLCneg,men_Pt063_RPLCneg,men_Pt008_RPLCneg,men_Pt013_RPLCneg,woman_Pt119_RPLCneg,woman_HCW080_RPLCneg,woman_Pt003_RPLCneg,men_HCW564_RPLCneg,men_HCW059_RPLCneg,men_Pt047_RPLCneg,men_HCW011_RPLCneg,woman_Pt087_RPLCneg,men_Pt116_RPLCneg,men_Pt010_RPLCneg,men_HCW578_RPLCneg,men_HCW574_RPLCneg,woman_Pt058_RPLCneg,woman_Pt164_RPLCneg,men_HCW036_RPLCneg,woman_Pt113_RPLCneg,woman_Pt005_RPLCneg,men_HCW012_RPLCneg,woman_Pt038_RPLCneg,men_Pt060_RPLCneg,woman_Pt044_RPLCneg,woman_HCW099_RPLCneg,woman_Pt022_RPLCneg,men_Pt110_RPLCneg,men_HCW237_RPLCneg
Label,COVID,COVID,COVID,COVID,COVID,HC,COVID,HC,HC,COVID,HC,COVID,COVID,COVID,HC,HC,COVID,COVID,HC,COVID,COVID,HC,COVID,COVID,COVID,HC,COVID,COVID,HC
537.3294@411.18,11057.01525,11693.79039,15929.24582,12307.4887,22219.74297,18058.84759,20254.13134,31113.08199,18718.84056,2047.74925,20480.85309,10413.60826,27629.27627,7933.72573,24715.995,23212.12111,23731.01461,13217.81018,22270.95562,20004.13274,24500.02453,7019.66485,35169.52065,20657.82948,21619.28035,16869.51218,12947.36584,22598.58003,13585.13748
537.4146@426.15,181688.35124,97595.65103,779042.49902,129670.14578,22281.20308,126289.0873,236972.01791,183247.93758,277215.44975,55019.42977,246621.60125,81978.64129,295874.0929,221606.53051,528085.99897,437508.56287,79855.4898,68932.29841,1177502.22547,46783.63736,768725.69819,87025.67047,279831.07575,199811.10029,216694.56659,60115.36974,197471.46371,143624.39113,79158.21676
538.2182@506.29,7152.84384,5012.03796,4787.67032,2754.4352,6200.61482,23781.70911,3785.41636,9691.13424,20616.8863,1283.42875,20770.08625,2258.24048,10436.33287,4714.4317,48172.27608,11548.56667,2635.77056,1370.44914,23075.79948,23310.77885,2948.00345,2572.42377,1912.86886,16179.7988,12966.04893,1392.97952,12680.48683,8158.47004,2188.63233
538.3137@377.61,56727.87045,12971.76795,52638.9015,27813.04015,37076.75187,77935.68447,94784.63348,63635.08237,43803.46611,2685.19333,61101.69004,58730.1964,45526.68732,18201.63052,83381.85523,98876.93706,87952.22308,24591.44792,67585.47087,45648.15466,45867.17274,19183.20768,116332.19913,48169.79035,91471.05888,142249.94198,54183.76963,69798.04376,46847.67625
538.3502@423.63,60693.07663,62026.43396,104158.28318,54160.65678,140506.08491,164199.3801,97352.65002,190285.84483,164274.81788,12368.91111,247111.52515,66484.36136,164636.14591,64979.38751,207656.96888,213700.38887,157669.34356,79452.07562,189949.41071,71743.66811,76716.89324,40049.04366,89884.96172,99593.55958,136818.25092,96150.25151,130418.89433,101857.57902,61489.16863
539.3533@423.28,9651.13746,18022.49228,29347.57171,14433.48433,39449.67868,44399.39971,27056.60771,52886.63997,44355.49554,3169.15806,69262.06217,19230.37619,48807.77297,19188.9029,60199.81909,59457.85725,42229.62554,23526.35214,52109.59726,19815.90313,22242.22073,12770.99903,25064.43619,28439.52122,37631.43547,25932.79497,37588.56411,28515.752,12754.75272
539.3685@479.42,27968.21466,42780.90599,69730.61422,20715.76591,4379.60238,16065.84033,75468.20259,23672.18624,33538.02522,11823.44245,34918.62144,21839.81674,48751.52587,35742.80823,51528.86365,58679.34223,14326.71685,10737.71279,64226.68632,3677.0871,50227.88857,8065.46976,25771.85446,28112.76399,15764.6001,6446.60106,33053.42945,13665.01971,10229.951
539.4303@454.3,551998.25173,308836.87363,1465161.62801,647644.59244,125643.54525,427936.59808,661040.45881,1501256.8882,1097713.53768,176879.66766,1344806.69324,164879.76694,1180000.17722,819152.51885,1988064.77875,2375711.29861,274369.42324,177240.05844,3953519.21155,94807.94738,3609369.88731,298645.49204,457675.74264,607466.3548,1307694.20524,410292.56648,736801.92787,401350.13724,399738.09425
540.2347@506.12,6420.76052,5341.22063,5749.14574,1544.26687,4424.62831,21882.56475,3439.59574,7202.44444,19846.89405,803.70821,16282.56217,1273.34636,10054.91023,2998.74511,52620.64628,5715.95038,3317.32092,1829.99154,18661.44955,28124.69546,3063.20183,1451.76989,1032.3688,13197.5936,11043.46092,1186.63378,11806.74575,7523.32518,1661.2388
540.3302@411.23,2215348.20059,2361244.23534,3326554.39853,2567312.8687,4635223.01104,3465098.85914,4009718.55261,4379510.12572,3775932.4922,575736.83983,3924052.32975,2168835.50075,4228236.21299,1784850.63844,4600125.75004,4547877.51277,4847213.53924,2689215.90626,4340735.4222,3002561.75379,3502987.43621,1148456.37288,5059276.3889,3069390.46286,4336883.88254,3618901.04449,2837749.22559,3207760.82328,2246828.30165
540.3646@423.17,79257.53232,72091.3421,116923.14034,112994.98799,184200.20702,166468.97907,118222.85965,198163.72838,185370.42083,17942.03062,232396.12698,101197.1338,204343.43988,86081.99966,232638.78195,211718.52297,184213.74241,74950.1588,176500.86245,85448.85398,101314.76196,32146.81041,130138.53252,149302.58875,149882.71485,73500.98166,120226.13255,156284.43054,57121.45392
540.4336@454.22,181420.9207,101091.48383,478638.49805,208936.7836,39698.60766,143303.43904,213454.2189,494573.67484,363841.37619,50657.70034,455824.83351,53024.71982,393267.07343,267252.87968,640094.79988,780205.37967,89845.72416,80767.23489,1295963.5539,24321.2211,1212262.35308,124384.66782,153284.296,203290.9721,432614.28959,130558.006,241626.88261,77042.94447,134646.81546
541.2641@194.94,11730.36923,22027.63763,6296.59822,4695.00047,15360.43782,12640.69066,18365.12364,23156.32392,13064.47306,7110.12909,9860.93981,11764.5333,11996.67448,74755.30801,15376.84517,14392.03159,17279.35732,5253.01757,17769.93952,29166.30928,13158.68191,1525.85674,2978.45544,17603.79901,7436.15103,4708.32681,9841.39667,18059.13728,6388.60773
541.3333@411.23,600257.6369,644020.5457,901977.6519,702189.22465,1258325.52064,933116.78797,1084063.70584,1181630.43996,1020309.27985,153664.72096,1062020.21144,589475.42095,1142052.08088,483391.95018,1232330.62436,1228116.13604,1303756.47368,728664.41706,1170692.48726,815503.22306,945653.08049,308365.69987,1355024.32371,828901.59721,1168037.92946,975249.34412,771416.43132,871825.052,612979.4691
541.3685@423.08,21394.45225,19871.14527,32808.66174,33785.38353,50397.43119,47880.28132,31809.7504,53592.28277,51775.12944,5694.9176,63038.92043,26761.79001,55073.60678,24004.34786,63145.59252,59175.52498,51139.33265,20786.52502,50587.08222,24414.13132,28197.39725,8911.80086,33667.93095,41154.85392,42467.17362,20612.892,32608.89995,41343.66531,15582.00468
541.3859@477.53,70027.56779,41565.55121,126520.42889,37930.49279,6387.87152,38520.13755,67293.23344,61313.97861,64469.88226,17400.25974,96374.87565,32017.02704,101132.89706,86967.47379,95460.14494,164067.64317,32143.34943,17001.9444,148242.89821,8011.19339,143804.81172,34043.92793,37952.24322,69655.04727,27653.49065,6283.8627,80979.40972,39920.5749,16459.04075
542.2508@505.79,13589.36366,15836.2979,12552.69468,8798.4486,10432.02821,47783.62721,9682.41669,9963.49199,41732.15783,4642.50321,36821.94032,8395.69553,21021.75878,13159.41183,56299.50697,18750.45013,9809.15044,8500.69969,40597.18668,49312.48941,11840.4305,5381.28583,6644.39968,30834.23346,14708.78716,6178.16843,28073.533,16653.00262,6592.96183
542.2675@195.04,2614.92263,6702.81794,1586.98941,1423.64241,5559.99021,4318.77782,5182.5034,6735.11143,3823.45575,1662.35957,2152.81427,2804.92207,3637.60729,19651.34019,5116.95485,4297.95975,3349.50434,1526.98162,5737.44285,8349.94722,4071.06833,533.26919,500.34644,5814.62105,2093.34235,917.37043,2836.1859,5362.2325,1652.64878
542.3238@389.06,31123.79052,27713.10684,49903.64962,24819.57637,34148.2145,49344.25548,39980.23043,46242.40716,46681.69141,13497.00018,47385.52563,36319.06756,47623.04905,27629.02037,48528.69558,41632.43285,42114.70071,49586.359,59118.24734,36420.89111,53320.29937,11318.18227,40785.4941,34775.42901,38124.13702,38197.1592,26786.0225,57155.88576,23424.51695
542.3349@411.23,112302.05182,119091.53,170045.06952,131377.71997,241182.99308,176079.35302,204570.07231,227573.27542,194951.63196,29531.07424,204520.76083,109853.78789,217093.59419,90433.74637,236518.67816,234795.29354,253137.64973,141747.65471,226993.07462,156868.64869,181743.65724,56835.27339,258680.74044,153724.53688,223675.90955,188614.06795,144558.93505,167605.93824,113669.25424
543.2949@460.52,59480.04334,103885.07351,92183.50975,64196.33932,51294.67354,99207.80196,151742.45252,70281.60017,82800.70034,19160.55525,87323.34876,97346.79574,70087.29204,87682.6664,148437.59611,92156.4398,90055.69197,422.01855,20487.27607,773664.10864,88050.86222,17059.87793,157833.41027,77746.0661,88201.69296,102939.03773,72358.01296,106966.0524,25771.25891
543.3366@411.19,17027.6704,22697.18435,27230.37919,21954.29312,39452.60085,27065.98153,33576.83649,34930.1981,30686.51486,4903.50108,33045.44637,17198.64557,33946.56919,13006.42357,37047.50302,38718.91928,41864.4989,22684.71153,35608.43101,24434.29088,28822.26575,8586.07453,40462.26767,24042.9127,35982.80066,29386.46078,24033.17033,24990.81953,17590.14646
543.4937@486.56,5876.11745,13556.60434,4467.47212,4852.22786,8497.0472,3430.90233,6304.03823,1782.32039,3283.95785,3581.5535,3091.70805,5553.38825,3454.93176,5267.69956,1365.24531,3903.51759,7020.79186,9565.47578,4472.88007,5249.22557,1997.80148,964.30265,9031.78503,6812.65792,2407.64455,31458.74184,5002.72316,6202.6245,2269.26399
545.4201@496.51,211944.90622,129030.7678,487458.97724,116178.36675,27315.60017,149494.37362,198940.80834,152156.2396,299045.59431,66247.47042,394553.18611,194372.94779,373118.94648,349839.84796,476681.56971,540739.7134,74816.39872,64775.9661,651437.59131,59861.04602,407101.937,97365.42298,260310.69478,146190.34623,233427.743,40962.80903,274231.08658,145048.46139,105850.88093
546.4216@496.46,53845.2799,47043.60757,166113.95507,44830.53099,6137.90858,29967.8493,63842.94518,11248.7606,101240.90783,13582.92729,61327.6263,28259.29637,126066.4193,118306.36471,68296.54081,98741.83099,15887.32032,9605.41343,206857.82374,5563.00456,133868.25506,23572.55052,56667.59915,43612.09075,36288.01909,2379.97382,48083.53193,50971.67751,15145.13687
547.4337@641.4,2940.15074,4068.98257,7531.45074,4353.47369,1109.91621,3363.62908,5966.24766,4205.34615,5123.4989,1455.82488,6317.15394,2939.60965,6429.05398,6427.81354,7906.45685,12405.82458,3925.92467,1282.20498,12981.01988,754.0176,10562.97653,1843.21325,4902.56373,3007.53821,6484.44552,2078.31794,5524.19639,3055.94053,1253.01349
548.2401@500.19,6461.62955,4128.37234,4317.5914,1765.6927,2456.27087,24827.00461,4397.28314,17194.24155,5152.19754,3954.42093,11614.86241,2505.19818,7451.85027,1940.26505,52717.3716,7058.20589,1245.81645,9209.74397,6827.16082,13965.08804,5756.32883,1843.94948,1084.65619,16469.56649,27793.23008,258.98008,7911.5347,7327.38866,3208.30063
549.431@478.72,53999.11305,100212.92117,52111.62701,32280.84141,74218.71697,21332.28272,70379.07919,16707.5552,33243.32032,12804.52168,5362.65763,44539.12226,43937.72832,27139.40208,3043.76487,31081.62707,78729.17563,66976.64157,50317.92306,59447.17667,37382.5907,2375.56355,87814.2443,75145.86593,0.0,13358.04419,34692.03014,51033.83398,17101.505
549.4507@641.37,8009.68233,10016.53135,17711.32581,7329.74768,4710.12158,6801.79734,13639.04552,9718.03353,15852.14556,4166.09593,16014.77508,9995.44524,12911.62256,12769.17742,15064.79537,22024.96324,8556.42474,5209.70901,27770.00507,3173.85662,18796.63391,1696.48993,12982.48052,7248.35914,14486.06911,4618.68654,11730.43574,10136.17363,4430.77589
550.2559@505.45,1616.83624,796.48934,653.95934,367.97949,1639.71181,10054.05478,680.78984,4285.83156,6834.32294,384.0153,5611.88323,853.89344,3258.61079,1370.77105,49801.55042,3293.62693,762.72541,3216.53011,7494.48451,9380.02881,1580.61378,485.15718,258.27307,3948.40266,3775.54558,247.06623,6342.96213,2788.91957,1107.47573
552.2722@501.86,4158.92434,2993.43578,3953.41367,359.49495,3350.14599,40120.39164,5258.59734,22353.53684,7449.4007,5609.2451,6371.13877,2146.467,13337.42995,1281.03569,103576.3871,2388.17006,1015.89346,25456.90057,10408.35359,15881.87341,9802.58673,5054.58464,1911.07495,22856.92641,54981.27662,759.74086,3433.72521,14459.06739,4441.97479
552.3291@377.54,210620.80146,45592.31394,193815.15978,97736.88652,133497.97955,314103.76733,307589.1739,233795.19153,164056.99975,10968.26669,239170.36077,202273.28726,183890.51658,69980.5044,313147.20598,340964.34598,345441.29751,83541.54993,273150.21092,191644.8912,183718.59113,72361.00871,445660.00509,177042.00975,296380.39143,445253.98943,205177.51476,263061.82216,187250.19343
552.3647@471.16,6541.84225,13123.42478,17627.78142,11811.85265,29069.57998,32850.29895,18309.06745,55636.25836,28304.15532,4636.04986,62011.94763,12731.76602,35272.26052,14389.69791,63524.43582,43743.73992,27268.4014,15903.18011,37230.48512,13931.9919,19111.57062,7304.48622,12527.9814,21290.6276,28786.15231,15106.93219,25878.6373,16410.35965,10101.62995
552.3654@432.06,22747.96781,26579.16924,35664.8937,38059.16602,60264.49545,45291.72044,48283.47487,71189.36484,40055.7588,4455.94849,59402.31058,26840.31702,60024.71748,29081.37215,60558.41014,60502.64423,54657.62511,30238.23186,45654.84321,29661.47011,54117.89112,10380.27044,29075.67997,41364.17112,47444.99761,29273.46678,41904.69347,42993.55457,15257.59531
553.3321@377.58,49804.67995,11424.73997,54209.91454,28153.95878,34994.4196,83720.1911,76608.7038,59732.97118,46582.87156,2802.19001,66592.50381,59181.30334,48944.19373,16917.89974,85657.84327,89338.00596,98215.83863,21902.71741,77010.64669,52989.44912,43946.55093,19693.47886,43834.32185,41886.28033,76186.37838,126969.44513,52728.01665,58343.95681,47157.01718
554.3462@411.23,7329807.46313,7604467.73805,11124239.16732,8444727.32723,14596904.78366,11648262.86379,13334404.55765,14301891.41591,12295485.63082,1886390.54241,12897858.38277,7311130.97318,14319555.76234,5759542.90983,14871067.4918,14989556.51804,16144351.37333,8676633.01792,14280414.132,10209957.41758,12022056.89141,3936818.218,16747515.03356,10475011.64356,14017447.54445,12044765.06609,9550118.97512,11160434.69909,7715983.55316
554.3803@473.93,31495.52583,34992.87859,51675.44127,37487.52641,87736.0796,60390.81705,39250.29742,95749.04362,58036.4392,11093.27094,79918.82689,31572.23489,91544.73256,38789.59207,88791.96403,89714.15627,76820.63554,34647.436,62255.41274,35413.89536,50437.60092,12126.05116,37193.57554,65859.97509,61766.67834,23369.51681,52933.55827,58225.3366,25177.38565
554.4607@411.15,95463.26203,104249.50313,196893.20545,125581.40113,287486.06256,200481.25725,231827.37718,252152.19587,538965.95357,2225.65831,248279.76193,89718.03966,249364.64376,57140.5561,254931.3365,272268.09083,297063.4867,125946.3181,257178.1583,171813.06993,203400.01213,18675.9741,302048.68214,170260.6176,625742.96415,226155.96265,408264.55282,484785.37259,94794.14065
554.5836@635.27,20746.73962,24698.17451,39071.8049,7580.37634,2041.54725,51281.6408,39355.95568,52015.00526,21040.80892,47800.28315,16859.62112,23625.16017,56655.42881,9527.51674,48449.04443,32428.67947,26093.92594,59133.9745,31086.15853,53110.94755,51758.98695,47853.77927,45639.68858,51675.81732,51962.17344,1031.71138,3453.98052,56665.90796,45762.43256
555.08@478.47,6247.68994,7906.19066,5760.24171,8967.74905,8816.14516,6725.04364,4534.43853,7346.75893,7401.99452,6260.28253,8041.55063,5903.98149,6376.67944,11015.04847,3874.69822,7714.46635,5366.52693,4136.45918,6472.41386,4395.11355,4962.00421,5393.66444,5369.50885,3524.47977,3898.9561,9290.12525,8391.43529,2736.37555,6057.75919
555.3491@411.23,2027146.32979,2109740.47456,3066904.16252,2332631.42411,4167156.2475,3209606.73457,3722826.87849,4054193.453,3422445.17288,539327.1571,3601364.58804,2022368.33662,4064504.06867,1606947.2497,4242549.34053,4277920.75289,4725489.40947,2395293.63569,4048844.23091,2806413.68523,3320291.39253,1096788.8763,4947509.54487,2872083.72924,3942845.16885,3326860.1896,2634343.88483,3078971.55553,2121910.26769
555.3833@473.79,9153.69367,10412.73891,11359.8161,10161.32225,23982.69597,16510.33543,10871.00763,25799.78963,16905.16886,1818.10054,22452.03099,8426.50185,25644.86721,10183.92294,23092.32968,26225.98372,21044.66761,8660.13868,17425.59355,9040.56339,14195.94738,2618.93289,9208.87678,18734.8972,15742.26869,5271.30684,14507.02206,16516.2947,6631.89094
555.4401@641.38,4419.79314,5789.16688,14635.46564,8146.50869,3980.74789,5830.93383,26247.7365,6428.57994,10209.5652,2498.39071,18649.12908,8321.35183,14832.82688,20152.67042,32541.10916,13924.53586,5991.66794,5200.69886,26347.09212,9690.02252,15568.28413,8433.43672,28088.5809,7113.20527,17845.90334,4293.16713,12899.60552,8541.17261,1708.65075
555.9807@475.84,192608.46694,186360.719,162419.8586,207139.97629,222575.92229,137349.76149,158578.93713,147854.27067,184722.87406,133971.769,200221.76583,174168.10798,152940.2612,207338.12511,130658.21901,176552.7779,177684.38041,142434.90479,174573.96295,148749.54344,146319.97014,144093.48379,168404.6633,146607.95701,135503.18602,231723.29094,223016.92145,147032.16245,155552.52692
556.3451@411.24,575883.16237,602333.14127,865452.16356,660326.77258,1126020.67215,907375.05015,1043706.90141,1126311.53699,946684.46074,158361.41792,1003828.62957,582504.57757,1123755.31588,460940.10472,1183374.03106,1174553.83527,1272897.86091,690383.01557,1114075.60984,793520.10617,935456.25316,319590.1343,1319708.29574,812662.74115,1088140.07183,914997.69323,742179.40424,869737.38575,608408.90721
556.9393@509.01,218309.50967,236149.30506,196512.79952,251879.69362,262260.87016,168907.79087,188639.71161,176825.02687,226140.48566,168906.29539,239608.67456,215366.69615,185974.06526,253268.38202,162368.7638,221589.24474,214044.48955,184631.61019,218649.06033,197455.30327,189585.9589,182541.48806,210568.65394,175393.65109,163920.90051,284594.64175,249379.79755,177287.18779,186181.73276
557.3271@411.2,304204.98316,309814.64289,467913.88479,367285.52281,627533.38776,451740.56629,545337.23985,532748.03856,523508.37699,35721.00783,550522.28972,307983.19506,542782.76657,238118.05213,551551.97074,613054.36197,677583.19487,331613.18576,598496.07025,397845.10804,468345.27373,120162.55643,644198.91312,402517.99532,525287.6952,515671.45601,407278.12325,429241.78135,300165.68342
557.4557@503.12,123046.41482,150776.1418,886840.07349,803673.64025,534630.99382,422013.62706,1507521.13031,1087671.47009,285028.17473,575224.11095,656642.66132,731276.29899,739837.32323,623570.01014,1909205.3177,788993.91219,229453.42274,994613.81983,1004605.90167,1276285.25625,460075.17517,560662.30257,900939.30157,234715.65879,2188516.78007,209155.66396,586905.30204,269480.28407,607099.05137
557.4557@641.36,24252.01307,31023.24076,64288.71986,47112.46604,26710.33433,20077.62482,98024.90236,47371.39775,36419.71127,16911.57284,67340.09993,43428.5343,58977.39219,76806.91553,96474.71031,74284.5983,50067.33313,28511.05988,114443.34996,43979.30317,64275.16496,32826.04468,81001.19824,28370.07325,95288.72931,35641.5942,56618.03493,29663.16872,26044.83595
557.9424@509.01,24245.76615,26879.14498,21576.55841,29730.00739,31905.68398,18671.52523,21270.84109,20531.89885,27114.06431,18015.0866,25882.70121,23493.15401,21511.46442,29216.00577,19720.79627,24792.69765,24163.937,20538.69524,24290.53269,22199.89368,20961.32946,19888.80758,23453.42419,21032.53488,18335.87663,33662.46967,28343.98582,20039.35477,21250.09857
558.3258@411.22,54713.35593,56149.77895,76419.4605,63892.42602,97836.2062,78883.5464,85680.64801,80910.97076,86171.47838,4673.90391,91694.88087,53636.41525,81272.48031,42291.14309,77941.21703,92411.82338,98957.38544,54286.96517,94091.82069,66006.94193,74274.16007,22914.87202,89690.86969,65048.29776,77196.65223,87537.7385,69399.10032,66990.07368,51337.19903
558.3318@459.87,104543.74375,94954.8024,179721.39408,160653.24014,281343.3163,79880.5473,218817.66034,260628.3138,187963.07411,24161.45431,242828.51744,107594.8009,166808.71543,107489.79954,236331.45004,322346.09486,359124.15919,74232.50975,248153.70346,96852.1306,145264.57376,52115.53108,226440.04725,163060.89256,175999.77918,108151.4463,154199.20939,119267.05821,101485.49756
558.4606@641.02,7915.22596,11003.76462,23100.40694,17088.03053,8601.90696,7673.4682,36096.44133,16200.21451,12021.17707,5814.3246,23780.63724,14730.58805,21376.54787,27675.5561,34983.22853,24449.2572,17078.79299,11553.67254,40340.8253,16359.64498,22942.65609,12286.53429,28497.40145,9504.22584,35118.51237,13119.92202,20052.92628,10239.41114,9585.48003
558.9387@509,71430.4364,72663.7516,63033.48388,80712.68774,88640.78447,57205.46026,62517.12742,56655.68596,74119.68498,43111.69376,77803.49018,68699.44292,64309.04415,80565.23673,50114.23614,72074.89662,65501.98533,60909.40119,71580.17117,63584.01659,59834.86846,59192.67682,71606.49322,57575.31963,52329.12124,98199.9843,83098.4314,57356.87192,61992.01236
559.3342@459.7,29844.61239,26951.23588,42696.18165,41109.70467,69342.49185,46154.82004,53478.63494,68946.62369,47519.52564,5727.20407,66412.3211,25523.5775,45055.84341,27180.12079,62674.85349,84349.24304,86927.99641,21457.64361,63394.15557,28032.10318,34832.73905,15277.91046,56268.95904,39486.57542,48014.47637,30689.54013,37821.10259,32873.11477,28499.07262
559.4702@486.62,820897.84096,1284386.38275,834219.21581,785185.8851,1099533.5275,420448.47304,1029894.88095,512110.24705,590013.26613,451094.89953,473261.28544,811668.11677,629253.71085,745842.20086,633421.25448,697700.08862,1033566.11526,893961.75432,825396.30759,938922.81939,530141.87412,317975.30209,1001489.48982,847857.85022,524586.49887,662480.03435,805558.98581,741242.41149,435064.60386
559.4707@513.17,341681.42114,405254.53845,458178.55176,506922.54273,403939.78095,291230.69606,357125.4711,443701.34411,306000.57054,359829.12582,269390.90753,425097.68345,406495.61327,489162.79149,522944.13542,463610.40903,359368.50134,389138.40977,593354.62115,510238.20418,258272.79182,276887.19144,410833.34345,381972.24282,489424.57349,510685.34311,392124.29482,346662.23099,358274.99134
559.4709@641.24,14300.07582,13887.71859,27018.82381,26752.47208,19299.05685,8991.70407,48113.61516,29859.8688,10029.32468,12651.18511,23009.66374,21993.81306,25116.95683,25734.20563,45135.05893,28686.84975,20453.93923,19209.17887,42781.56131,29649.82787,16814.16354,16339.45349,28896.81888,20209.52267,41438.38499,21671.42769,22227.77996,13898.81974,16670.88914
560.3294@459.77,36115.598,31461.6808,56927.99142,51516.33588,85241.51251,59606.82254,66928.35768,87994.78188,59488.07176,9389.79145,81734.75473,34391.58101,57386.73131,34505.76601,78604.76958,96773.70932,109960.50262,25685.44182,77831.43974,39219.93981,43070.83265,19415.02416,69468.38634,49894.67529,59055.88198,38214.71933,48519.33274,40210.7527,36118.69585
560.4736@486.66,283227.26182,447488.54691,271432.65289,270611.88014,392696.28875,141795.16586,342567.68963,159402.24548,197593.46834,155848.59386,153371.50828,279027.50926,210674.23518,257765.35408,199154.85363,223840.32878,354386.68081,301701.66453,259102.85263,320030.57232,170724.49801,133524.71735,331389.5896,289430.53876,162400.07329,223990.49467,275572.62881,253342.70156,148146.82183
560.4749@513.53,116084.08221,133062.27678,148156.65943,162017.00462,141465.3783,91418.28483,127587.78584,138429.96942,86720.22725,80383.04875,30455.41334,140031.22394,131643.34711,146074.68697,173971.48507,136164.14549,112683.23946,118718.92256,184720.20339,178395.08377,79996.52267,112904.4395,123800.9431,122627.80518,186736.69288,125247.0353,124201.59931,112421.91268,75132.88653
560.4762@641.16,4215.934,4600.328,7466.61279,8031.19874,6216.11163,2508.61965,15718.21878,8476.24807,1980.61698,4153.75922,5875.98833,3415.57316,6735.35628,7151.55773,13605.04241,7283.64541,6238.50483,6107.99452,11374.62541,9183.50405,4476.67057,5373.82426,8195.49842,6332.85398,12816.08645,7157.22122,6049.47454,2910.78675,5215.79175
561.2161@421.05,7905.95915,5847.54993,10718.23397,7236.94403,6260.90591,10859.11779,11757.70877,10772.46783,7864.84597,1703.50868,11441.96903,5646.75714,10548.53188,6339.03499,12653.08552,12451.44046,11977.42555,7300.08128,12697.01095,9413.30006,9030.98417,6443.77573,10038.9248,9945.78122,13412.99885,9689.18736,7249.28085,9432.76687,8302.90965
561.4114@459.87,17820.19187,7758.19393,13762.03686,17991.45376,19520.32501,18401.77566,14399.91696,114845.96438,14066.50821,5706.45616,100730.99928,9210.29768,75101.7825,24072.17913,274088.31445,23559.53682,25815.63567,7308.29459,463266.72966,2464.97719,9939.38788,5011.72205,16458.9899,24233.34121,50662.1368,10955.30346,11081.19504,13932.43352,8111.92539
561.4833@480.96,126730.84084,150897.92699,84853.89062,123828.49089,131216.58241,33695.06128,156741.58246,118938.95411,84929.99806,91543.61142,77714.54853,119398.38309,131678.60457,104872.62209,90428.25177,163921.35166,81350.47574,96022.08713,118159.50428,128682.93827,72233.44345,77510.51221,139187.15188,48200.00434,82615.85373,81371.14483,125658.02719,140552.6143,79111.06898
561.4856@507.48,66508.10434,178753.19415,85174.13397,98209.74986,107640.5337,84502.11924,116939.74605,71357.72609,87475.37636,100424.72882,89000.27311,165100.6933,96656.96523,53411.06344,170861.69026,71998.74813,141015.35572,142874.0982,94788.22988,102789.20467,98875.0765,67051.22976,85431.67154,129126.79506,95495.83938,111383.49599,57581.63431,88998.8697,76971.96336
561.4863@641.24,2121.92919,6847.60847,8272.76218,8860.91006,6996.2433,3946.04256,14848.54524,8257.01606,3235.86245,5033.34167,4947.72756,11211.29232,10015.90056,7342.99676,12184.44537,8166.37896,5349.45552,4736.92744,10834.28368,9417.67807,4171.06407,5688.42613,7340.37779,6169.98692,9825.62041,9314.17774,5149.53202,5248.19544,6257.04928
564.1283@376.52,5995.01123,6688.84241,6489.27975,7603.55342,5604.38742,5844.01641,4821.03312,5036.93555,6642.08246,6397.35642,5128.54159,6272.10921,6014.6108,6927.55824,5089.85763,5246.84312,5814.87498,5896.79169,6659.91322,5669.48336,6276.5876,6422.78642,5378.31861,6100.40519,6386.45974,5313.92202,6664.51888,5428.7776,6286.85032
564.3301@391.04,413051.14421,817005.25344,996770.36598,752782.91539,709110.50887,1470631.46936,1724924.57284,1958733.78892,1540750.62245,133352.35608,2087609.77508,680015.58532,1540835.67095,720016.33054,2900682.74322,1908176.49582,1315551.23489,466877.94639,1457706.73587,779228.48032,1374459.98422,584979.46104,1151584.11575,1070964.14862,1744219.80198,1616934.99506,1059951.35788,905484.54358,597316.81079
564.365@432.21,3242.00433,6120.78893,10349.64958,8170.16818,13414.30769,22357.08664,16517.31222,27771.49676,19579.04469,951.04625,27422.40415,10775.7193,14788.80212,8930.13939,25052.8623,25672.41282,14940.40608,12073.29072,19057.76931,7219.93688,15138.44079,4908.06974,9294.32546,9605.8931,16186.33538,15418.98951,19474.30717,11168.9023,7139.29607
565.0066@498.01,93503.1434,100113.89448,91955.04376,108046.87517,114970.90824,46483.0253,77066.59942,78360.87217,94523.95163,74553.26217,99355.16432,91190.91424,52286.42504,110625.38472,68146.44843,96287.60721,88851.87474,77117.2093,59464.65504,78153.0024,76751.77679,75009.41697,88947.19541,73709.50265,34449.16458,117033.76508,102665.10809,77539.5431,77088.73996
565.3329@391.04,117455.19591,238086.51827,284731.17716,217436.18459,205947.44819,430731.76405,500966.57031,571440.42036,449925.71967,38795.97743,611851.85431,195034.48528,444424.39002,213768.54114,843514.56289,551823.97968,384966.33605,135497.88088,426083.11215,225719.9093,401637.16104,168904.68503,335235.21226,309706.09411,509748.31444,476107.09415,311600.15118,255916.75618,168070.16484
565.3599@459.54,7173.05149,6703.31372,12458.24358,9929.72865,16565.09682,13744.19718,15662.86097,28512.23354,13211.95623,1030.6054,8746.37165,6544.60588,9498.62215,7009.9355,22109.1934,19709.14258,21759.35406,5631.66058,17527.5361,10890.76158,16633.66136,5240.48876,22832.07493,16224.4212,12879.45358,8914.70201,10595.84808,12735.50763,12535.73691
