,"CEVA SGLT2i, Dog 15, 2/2/2022, DOS2, Feces_183      ","CEVA SGLT2i, Dog 15, 2/22/2022 , Feces_201          ","CEVA SGLT2i, Dog 16, 2/2/2022, DOS2, Feces_184      ","CEVA SGLT2i, Dog 16, 2/22/2022 , Feces_202          ","CEVA SGLT2i, Dog 25, 2/2/2022, DOS2, Feces_193      ","CEVA SGLT2i, Dog 25, 2/22/2022 , Feces_211          ","CEVA SGLT2i, Dog 26, 2/2/2022, DOS2, Feces_194      ","CEVA SGLT2i, Dog 26, 2/22/2022 , Feces_212          ","CEVA SGLT2i, Dog 27, 2/2/2022, DOS2, Feces_195      ","CEVA SGLT2i, Dog 28, 2/2/2022, DOS2, Feces_196      ","CEVA SGLT2i, Dog 28, 2/22/2022 , Feces_214          ","CEVA SGLT2i, Dog 13, 2/2/2022, DOS2, Feces_181      ","CEVA SGLT2i, Dog 13, 2/22/2022 , Feces_199          ","CEVA SGLT2i, Dog 14, 2/2/2022, DOS2, Feces_182      ","CEVA SGLT2i, Dog 14, 2/22/2022 , Feces_200          ","CEVA SGLT2i, Dog 19, 2/2/2022, DOS2, Feces_187      ","CEVA SGLT2i, Dog 19, 2/22/2022 , Feces_205          ","CEVA SGLT2i, Dog 20, 2/2/2022, DOS2, Feces_188      ","CEVA SGLT2i, Dog 20, 2/22/2022 , Feces_206          ","CEVA SGLT2i, Dog 21, 2/22/2022 , Feces_207          ","CEVA SGLT2i, Dog 22, 2/2/2022, DOS2, Feces_190      ","CEVA SGLT2i, Dog 22, 2/22/2022 , Feces_208          ","CEVA SGLT2i, Dog 11, 11/18/2021, baseline, Feces_143","CEVA SGLT2i, Dog 12, 11/18/2021, baseline, Feces_144","CEVA SGLT2i, Dog 13, 11/18/2021, baseline, Feces_145","CEVA SGLT2i, Dog 14, 11/18/2021, baseline, Feces_146","CEVA SGLT2i, Dog 16, 11/18/2021, baseline, Feces_148","CEVA SGLT2i, Dog 17, 11/18/2021, baseline, Feces_149","CEVA SGLT2i, Dog 18, 11/18/2021, baseline, Feces_150","CEVA SGLT2i, Dog 19, 11/18/2021, baseline, Feces_151","CEVA SGLT2i, Dog 20, 11/18/2021, baseline, Feces_152","CEVA SGLT2i, Dog 21, 11/18/2021, baseline, Feces_153","CEVA SGLT2i, Dog 22, 11/18/2021, baseline, Feces_154","CEVA SGLT2i, Dog 23, 11/18/2021, baseline, Feces_155","CEVA SGLT2i, Dog 24, 11/18/2021, baseline, Feces_156","CEVA SGLT2i, Dog 25, 11/18/2021, baseline, Feces_157","CEVA SGLT2i, Dog 26, 11/18/2021, baseline, Feces_158","CEVA SGLT2i, Dog 27, 11/18/2021, baseline, Feces_159","CEVA SGLT2i, Dog 28, 11/18/2021, baseline, Feces_160","CEVA SGLT2i, Dog 11, 1/18/2022, BAS2, Feces_161     ","CEVA SGLT2i, Dog 12, 1/18/2022, BAS2, Feces_162     ","CEVA SGLT2i, Dog 13, 1/18/2022, BAS2, Feces_163     ","CEVA SGLT2i, Dog 15, 1/18/2022, BAS2, Feces_165     ","CEVA SGLT2i, Dog 16, 1/18/2022, BAS2, Feces_166     ","CEVA SGLT2i, Dog 17, 1/18/2022, BAS2, Feces_167     ","CEVA SGLT2i, Dog 18, 1/18/2022, BAS2, Feces_168     ","CEVA SGLT2i, Dog 19, 1/18/2022, BAS2, Feces_169     ","CEVA SGLT2i, Dog 20, 1/18/2022, BAS2, Feces_170     ","CEVA SGLT2i, Dog 21, 1/18/2022, BAS2, Feces_171     ","CEVA SGLT2i, Dog 22, 1/18/2022, BAS2, Feces_172     ","CEVA SGLT2i, Dog 23, 1/18/2022, BAS2, Feces_173     ","CEVA SGLT2i, Dog 24, 1/18/2022, BAS2, Feces_174     ","CEVA SGLT2i, Dog 25, 1/18/2022, BAS2, Feces_175     ","CEVA SGLT2i, Dog 26, 1/18/2022, BAS2, Feces_176     ","CEVA SGLT2i, Dog 27, 1/18/2022, BAS2, Feces_177     ","CEVA SGLT2i, Dog 28, 1/18/2022, BAS2, Feces_178     "
['shikimic acid'],0.0003380547120707402,0.00047198154966027054,0.00022852438392538264,0.00047861791370635177,0.00015075602448619453,0.0007689425928205602,0.00017333661471284915,0.0010363363887708646,0.00028143380884666807,0.0003450895902087891,0.0004282002050371948,6.243950818385951e-05,0.00027887201945876776,9.100662833038756e-05,0.00022272308506619666,0.0002444214186000851,6.964201057852572e-05,0.00020248887442066184,0.0003639457052081041,0.0006860752998893926,0.00020211306601387185,0.00035366146307847646,0.00013887769774345015,0.0004377149308451902,0.00010176592751996715,6.615513818055457e-05,0.0004092700737863761,3.911465032712246e-05,0.000178843118637186,0.00012811416961083284,7.407636310134821e-05,8.636871364687133e-05,6.653947725654502e-05,0.00024868521059202245,0.00021281080117907444,0.00036250241045301886,0.00016096152726169,0.00012310937774893328,0.0002181108513958214,0.0001471536786876946,9.408336801393209e-05,0.00011192555272037066,7.380233068561392e-05,7.735644546791743e-05,0.0001593410345320115,0.00016074395332721524,0.00015566052659508938,0.00021503901429748806,0.0002917911467933821,0.00037925350576006677,0.0003229527514268788,8.09250330033669e-05,4.24554914512235e-05,0.00022772012293091598,0.00013358989383987482,0.00012154736673658322
['serine'],0.003833408818151299,0.007585049448837486,0.001043197819466531,0.0019327664430935792,0.001998983270727859,0.0037233245683141757,0.001143175691554911,0.0017147739515346544,0.003928381711616399,0.0044233971690258115,0.001306362025571256,0.005987984823021282,0.0042123078089596755,0.0036813837597202384,0.002256578088074571,0.0017138220972816776,0.00733500489280312,0.0016644044576464398,0.003994019096937996,0.0027679226325116528,0.000952616167549947,0.002858730430856691,0.0018021152261157786,0.00221515214073328,0.0016579402724519363,0.003849464940208318,0.001412823909784832,0.0011572506699610602,0.0008871102452772674,0.004043066556712712,0.0012897732068612685,0.0011886352877121286,0.005745188136886542,0.002428299880727176,0.0032234048792100616,0.00173614392282167,0.010013107514934463,0.004226689958033042,0.002150043955926008,0.00178768726843254,0.0017076849488177636,0.002249879870392396,0.0020258143218564997,0.0038527962012546214,0.0017325015991554189,0.000596511447921408,0.0046494167369077605,0.002002038027964857,0.0032427756788596697,0.0023744072257851387,0.0048311385912542795,0.001054457373040762,0.004899588147787233,0.0018612336514718863,0.005039824329411283,0.002563277129162622
['serine'],0.003833408818151299,0.007585049448837486,0.001043197819466531,0.0019327664430935792,0.001998983270727859,0.0037233245683141757,0.001143175691554911,0.0017147739515346544,0.003928381711616399,0.0044233971690258115,0.001306362025571256,0.005987984823021282,0.0042123078089596755,0.0036813837597202384,0.002256578088074571,0.0017138220972816776,0.00733500489280312,0.0016644044576464398,0.003994019096937996,0.0027679226325116528,0.000952616167549947,0.002858730430856691,0.0018021152261157786,0.00221515214073328,0.0016579402724519363,0.003849464940208318,0.001412823909784832,0.0011572506699610602,0.0008871102452772674,0.004043066556712712,0.0012897732068612685,0.0011886352877121286,0.005745188136886542,0.002428299880727176,0.0032234048792100616,0.00173614392282167,0.010013107514934463,0.004226689958033042,0.002150043955926008,0.00178768726843254,0.0017076849488177636,0.002249879870392396,0.0020258143218564997,0.0038527962012546214,0.0017325015991554189,0.000596511447921408,0.0046494167369077605,0.002002038027964857,0.0032427756788596697,0.0023744072257851387,0.0048311385912542795,0.001054457373040762,0.004899588147787233,0.0018612336514718863,0.005039824329411283,0.002563277129162622
['salicylic acid'],4.15594133967626e-05,5.7235927180214885e-05,3.26971124745493e-05,4.159398050207754e-05,1.948289902393731e-05,3.308147566174498e-05,2.1753399854401387e-05,3.503958681244975e-05,5.474643825240164e-06,3.371009988302595e-05,8.518279736353925e-05,1.547492133663377e-05,3.415641788719791e-05,2.026700074167089e-05,5.620037532838707e-05,2.3934725675684004e-05,2.9239012074953548e-05,3.402441233264029e-05,4.2971902542643614e-05,4.1974144803165194e-05,2.3160758266323014e-05,6.086119411738646e-05,5.922483076959708e-05,9.446759659917881e-05,5.546020853489912e-05,3.619430052431557e-05,5.2178895703354275e-05,3.458981931241678e-05,6.130252291409883e-05,6.88193462122331e-05,6.315308279272314e-05,4.40976211671337e-05,2.25886704665076e-05,1.22118591217546e-05,5.13061687645611e-05,6.741524205263601e-05,3.892650105885918e-05,4.891049322987078e-05,7.361358903389397e-05,2.9536856178900238e-05,4.551552250292325e-05,2.9699930131310956e-05,3.519672352558724e-05,2.606374241784748e-05,5.030375385743204e-05,2.1263353651885306e-05,2.6754153008530984e-05,2.3564612480691903e-05,7.167247574208074e-05,4.169160940918979e-05,5.2694495628406427e-05,1.1488838882343279e-05,5.423829304341328e-06,6.726284237368681e-06,7.361785301390629e-05,4.571392898523988e-05
['salicylic acid'],4.15594133967626e-05,5.7235927180214885e-05,3.26971124745493e-05,4.159398050207754e-05,1.948289902393731e-05,3.308147566174498e-05,2.1753399854401387e-05,3.503958681244975e-05,5.474643825240164e-06,3.371009988302595e-05,8.518279736353925e-05,1.547492133663377e-05,3.415641788719791e-05,2.026700074167089e-05,5.620037532838707e-05,2.3934725675684004e-05,2.9239012074953548e-05,3.402441233264029e-05,4.2971902542643614e-05,4.1974144803165194e-05,2.3160758266323014e-05,6.086119411738646e-05,5.922483076959708e-05,9.446759659917881e-05,5.546020853489912e-05,3.619430052431557e-05,5.2178895703354275e-05,3.458981931241678e-05,6.130252291409883e-05,6.88193462122331e-05,6.315308279272314e-05,4.40976211671337e-05,2.25886704665076e-05,1.22118591217546e-05,5.13061687645611e-05,6.741524205263601e-05,3.892650105885918e-05,4.891049322987078e-05,7.361358903389397e-05,2.9536856178900238e-05,4.551552250292325e-05,2.9699930131310956e-05,3.519672352558724e-05,2.606374241784748e-05,5.030375385743204e-05,2.1263353651885306e-05,2.6754153008530984e-05,2.3564612480691903e-05,7.167247574208074e-05,4.169160940918979e-05,5.2694495628406427e-05,1.1488838882343279e-05,5.423829304341328e-06,6.726284237368681e-06,7.361785301390629e-05,4.571392898523988e-05
['salicylaldehyde'],3.6194600996147806e-05,3.1625857661139757e-05,4.016058380026165e-05,4.52857539194217e-05,2.3455140572507053e-05,4.150873504441173e-05,3.4442883102802195e-05,4.432159656409206e-05,3.3219025244677606e-05,2.8267323339412386e-05,6.333671215499737e-05,2.285250011340103e-05,2.8189853749940553e-05,2.474912590569426e-05,4.3646741194383445e-05,2.115829749730466e-05,3.765630342986442e-05,4.5802093524708085e-05,3.385133547236823e-05,5.216033893949817e-05,3.2708662694480664e-05,3.213661488597329e-05,1.8368758361085044e-05,3.9052633235258607e-05,1.8131222021024713e-05,1.0053972367865436e-05,2.014226922325822e-05,1.5484977250326116e-05,1.6780715273649743e-05,2.0262955397631725e-05,2.0194299730231235e-05,2.0352748230984787e-05,7.052571322122283e-06,3.5988591451528455e-05,9.083387855204397e-06,1.5757081807787434e-05,2.770284171465722e-05,1.823116581313821e-05,1.863873481932354e-05,1.724457172121421e-05,3.474261776850355e-05,3.498775151967492e-05,6.817767268878885e-05,1.7623171029861284e-05,4.6730263146248344e-05,3.001370494895745e-05,3.938587920903975e-05,2.97658262914003e-05,4.905696145098528e-05,5.0625525711159023e-05,6.2077299301509e-05,1.9455551975938985e-05,4.114629127431352e-06,3.009127158822831e-06,7.405243301989158e-05,4.571392898523988e-05
['salicylaldehyde'],3.6194600996147806e-05,3.1625857661139757e-05,4.016058380026165e-05,4.52857539194217e-05,2.3455140572507053e-05,4.150873504441173e-05,3.4442883102802195e-05,4.432159656409206e-05,3.3219025244677606e-05,2.8267323339412386e-05,6.333671215499737e-05,2.285250011340103e-05,2.8189853749940553e-05,2.474912590569426e-05,4.3646741194383445e-05,2.115829749730466e-05,3.765630342986442e-05,4.5802093524708085e-05,3.385133547236823e-05,5.216033893949817e-05,3.2708662694480664e-05,3.213661488597329e-05,1.8368758361085044e-05,3.9052633235258607e-05,1.8131222021024713e-05,1.0053972367865436e-05,2.014226922325822e-05,1.5484977250326116e-05,1.6780715273649743e-05,2.0262955397631725e-05,2.0194299730231235e-05,2.0352748230984787e-05,7.052571322122283e-06,3.5988591451528455e-05,9.083387855204397e-06,1.5757081807787434e-05,2.770284171465722e-05,1.823116581313821e-05,1.863873481932354e-05,1.724457172121421e-05,3.474261776850355e-05,3.498775151967492e-05,6.817767268878885e-05,1.7623171029861284e-05,4.6730263146248344e-05,3.001370494895745e-05,3.938587920903975e-05,2.97658262914003e-05,4.905696145098528e-05,5.0625525711159023e-05,6.2077299301509e-05,1.9455551975938985e-05,4.114629127431352e-06,3.009127158822831e-06,7.405243301989158e-05,4.571392898523988e-05
['saccharic acid'],7.296144864836119e-06,1.1172177978120024e-05,1.5548898595234044e-05,7.875783290334209e-06,5.390899244487508e-06,8.696214469347597e-06,7.769071376571924e-06,1.3768314464936103e-05,7.144874144804959e-06,5.091629669832044e-06,1.752767301615569e-05,5.848080737681367e-06,1.0030745506113816e-05,8.087312795955211e-06,2.535667821768943e-05,1.2446057351355684e-05,1.1075383361724828e-05,1.0992502445929942e-05,1.2453081961337537e-05,2.695828965391572e-05,5.1048201893120115e-06,1.1267652626686932e-05,6.2602046432397465e-06,1.4192739393369448e-05,7.021404606181139e-06,7.037780657505804e-06,5.730128313513115e-06,5.027590016339648e-06,6.878581486045615e-06,7.096703272903277e-06,1.1565826209132434e-05,6.088428957986902e-06,2.0442235716296473e-06,1.560853516886515e-05,2.495436223957252e-06,5.908905677920287e-06,1.1579965990049641e-05,4.018697840530465e-06,3.6712659492606968e-06,1.2026983354282732e-05,1.2658163062943153e-05,1.2161989193237128e-05,9.544874176430439e-06,3.6173877377083687e-06,7.33023735627425e-06,8.750351297072142e-06,7.2965871841448145e-06,1.1162184859275112e-05,1.921468507438938e-05,1.0948426840648578e-05,1.3990430476858303e-05,1.098567805537934e-05,3.4600290389763643e-06,3.3631421186843405e-06,2.616171636031381e-05,1.3723089792840041e-05
['saccharic acid'],7.296144864836119e-06,1.1172177978120024e-05,1.5548898595234044e-05,7.875783290334209e-06,5.390899244487508e-06,8.696214469347597e-06,7.769071376571924e-06,1.3768314464936103e-05,7.144874144804959e-06,5.091629669832044e-06,1.752767301615569e-05,5.848080737681367e-06,1.0030745506113816e-05,8.087312795955211e-06,2.535667821768943e-05,1.2446057351355684e-05,1.1075383361724828e-05,1.0992502445929942e-05,1.2453081961337537e-05,2.695828965391572e-05,5.1048201893120115e-06,1.1267652626686932e-05,6.2602046432397465e-06,1.4192739393369448e-05,7.021404606181139e-06,7.037780657505804e-06,5.730128313513115e-06,5.027590016339648e-06,6.878581486045615e-06,7.096703272903277e-06,1.1565826209132434e-05,6.088428957986902e-06,2.0442235716296473e-06,1.560853516886515e-05,2.495436223957252e-06,5.908905677920287e-06,1.1579965990049641e-05,4.018697840530465e-06,3.6712659492606968e-06,1.2026983354282732e-05,1.2658163062943153e-05,1.2161989193237128e-05,9.544874176430439e-06,3.6173877377083687e-06,7.33023735627425e-06,8.750351297072142e-06,7.2965871841448145e-06,1.1162184859275112e-05,1.921468507438938e-05,1.0948426840648578e-05,1.3990430476858303e-05,1.098567805537934e-05,3.4600290389763643e-06,3.3631421186843405e-06,2.616171636031381e-05,1.3723089792840041e-05
['ribose'],0.00151216178865329,0.0013192623395547728,0.003450345023706992,0.0039035991720904406,0.001257025295762868,0.0005205177444230118,0.004445289995643864,0.0009197698163064899,0.003349739696460507,0.0033638992641085194,0.0014079717242156367,0.0024547543822599754,0.0009954650195377781,0.0023610081489010932,0.0019389960854792477,0.0020663327370331517,0.0012034954576184667,0.0031724711027285427,0.0008419861965549416,0.0008996341286787184,0.0023208970456999847,0.0018304381041719306,0.0008189336126722311,0.00037054801766510425,0.0011212027735060135,0.0003340935017841684,0.0002975325716728704,0.0002512789490166556,0.0008199117953751295,0.0010736565030505512,0.0018659532950733662,0.0003179899467200016,0.000521890277837049,0.001560934390125732,0.0012932348687036063,0.0011932408314442667,0.003918126031064027,0.0002215184663316793,0.002124721634378543,0.0006549399906016023,0.000869822283098271,0.0017485944027754916,0.0015091127849663412,0.01290730321580214,0.0007271595457424056,0.0028637274689928,0.005616959889110705,0.0014805636481289783,0.0011833185259528822,0.0011821673365458708,0.00262400157722249,1.4759384257608885e-05,0.000763170188840165,0.0021447996343209553,0.001292093273795432,0.0014396768746306734
['ribose'],0.00151216178865329,0.0013192623395547728,0.003450345023706992,0.0039035991720904406,0.001257025295762868,0.0005205177444230118,0.004445289995643864,0.0009197698163064899,0.003349739696460507,0.0033638992641085194,0.0014079717242156367,0.0024547543822599754,0.0009954650195377781,0.0023610081489010932,0.0019389960854792477,0.0020663327370331517,0.0012034954576184667,0.0031724711027285427,0.0008419861965549416,0.0008996341286787184,0.0023208970456999847,0.0018304381041719306,0.0008189336126722311,0.00037054801766510425,0.0011212027735060135,0.0003340935017841684,0.0002975325716728704,0.0002512789490166556,0.0008199117953751295,0.0010736565030505512,0.0018659532950733662,0.0003179899467200016,0.000521890277837049,0.001560934390125732,0.0012932348687036063,0.0011932408314442667,0.003918126031064027,0.0002215184663316793,0.002124721634378543,0.0006549399906016023,0.000869822283098271,0.0017485944027754916,0.0015091127849663412,0.01290730321580214,0.0007271595457424056,0.0028637274689928,0.005616959889110705,0.0014805636481289783,0.0011833185259528822,0.0011821673365458708,0.00262400157722249,1.4759384257608885e-05,0.000763170188840165,0.0021447996343209553,0.001292093273795432,0.0014396768746306734
['ribonic acid'],8.211739514541044e-05,0.00010733884842055314,9.427075091167612e-05,0.00014077962631472396,2.3833449291418455e-05,0.0001567111638393773,7.432411616920474e-05,0.00010550551084366766,6.578851647619112e-05,0.0001485351276095831,0.00013683439417443282,0.00010292622098319204,3.562644093550769e-05,6.343181482128726e-05,0.00017907634387181323,5.591151917839784e-05,8.39957074153211e-05,0.00014787533052262896,8.515452524266725e-05,8.061143290649717e-05,5.114273560032959e-05,9.561634799406869e-05,3.5913805584901704e-05,6.816130893376155e-05,2.7019075952899572e-05,7.781774612727847e-05,3.585671202243813e-05,2.4333535679083894e-05,3.084023347589682e-05,3.669742613488142e-05,3.8002000401435144e-05,2.600628940625834e-05,2.7085962324092824e-05,3.550335201622695e-05,3.653318631873417e-05,4.422726371049427e-05,0.00019347450869529093,3.812862097478905e-05,3.803054983336722e-05,3.6523118568520354e-05,5.548045938226148e-05,9.40350903564059e-05,6.894467150653772e-05,5.86202320572228e-05,7.366888543055621e-05,6.772771903933838e-05,2.7460274348932096e-05,5.0945356537204356e-05,0.00013373760894696678,6.831818348564713e-05,8.813133450092776e-05,2.0294153354212215e-05,3.403920459965937e-05,9.469900176295379e-05,0.00013984784592606286,6.050635045024927e-05
['ribonic acid'],8.211739514541044e-05,0.00010733884842055314,9.427075091167612e-05,0.00014077962631472396,2.3833449291418455e-05,0.0001567111638393773,7.432411616920474e-05,0.00010550551084366766,6.578851647619112e-05,0.0001485351276095831,0.00013683439417443282,0.00010292622098319204,3.562644093550769e-05,6.343181482128726e-05,0.00017907634387181323,5.591151917839784e-05,8.39957074153211e-05,0.00014787533052262896,8.515452524266725e-05,8.061143290649717e-05,5.114273560032959e-05,9.561634799406869e-05,3.5913805584901704e-05,6.816130893376155e-05,2.7019075952899572e-05,7.781774612727847e-05,3.585671202243813e-05,2.4333535679083894e-05,3.084023347589682e-05,3.669742613488142e-05,3.8002000401435144e-05,2.600628940625834e-05,2.7085962324092824e-05,3.550335201622695e-05,3.653318631873417e-05,4.422726371049427e-05,0.00019347450869529093,3.812862097478905e-05,3.803054983336722e-05,3.6523118568520354e-05,5.548045938226148e-05,9.40350903564059e-05,6.894467150653772e-05,5.86202320572228e-05,7.366888543055621e-05,6.772771903933838e-05,2.7460274348932096e-05,5.0945356537204356e-05,0.00013373760894696678,6.831818348564713e-05,8.813133450092776e-05,2.0294153354212215e-05,3.403920459965937e-05,9.469900176295379e-05,0.00013984784592606286,6.050635045024927e-05
['ribitol'],0.0008995002125030805,0.00011550313232764085,0.00012083715479724743,0.00015185494656675647,0.00032421057210707326,3.119879005497901e-05,0.00018093304005883059,0.000288438453032285,0.00011932867727557374,0.0001005157926199602,0.000263084444740076,0.0002108907884480788,0.00015167178980796236,0.00035467251297924057,8.255469334480526e-05,0.00013537480842166873,0.0002968202740942254,0.00021426655561272964,0.0002047742702797405,0.0002803837748044068,0.0001815992515494143,0.00013394223685808128,0.0006326101534221217,0.0012075580434180197,0.00011278686639549197,0.00033067515117909415,0.00010175318762783895,2.7450641489214477e-05,0.00014006606036969806,0.000270982011815333,6.783448863927673e-05,0.0002553661060092792,0.0003224762684245768,0.0008402729554637768,0.0003580451894133865,0.0010708548608121904,0.0008953095243537611,0.00010772070553031662,0.0009370200322805379,8.737249672081867e-05,9.803343308321931e-05,0.00011677272232637097,8.445509204323719e-05,0.00030228375992798906,2.6572110416494154e-05,0.00010736681041507519,0.00023411845330632394,9.196877097727528e-05,0.0002967223491576059,9.39812960001274e-05,0.00014978975863845896,0.00019539412113766307,0.0001856258822261644,0.0008899051053518696,0.00010308237741970822,0.00014141911364439706
['ribitol'],0.0008995002125030805,0.00011550313232764085,0.00012083715479724743,0.00015185494656675647,0.00032421057210707326,3.119879005497901e-05,0.00018093304005883059,0.000288438453032285,0.00011932867727557374,0.0001005157926199602,0.000263084444740076,0.0002108907884480788,0.00015167178980796236,0.00035467251297924057,8.255469334480526e-05,0.00013537480842166873,0.0002968202740942254,0.00021426655561272964,0.0002047742702797405,0.0002803837748044068,0.0001815992515494143,0.00013394223685808128,0.0006326101534221217,0.0012075580434180197,0.00011278686639549197,0.00033067515117909415,0.00010175318762783895,2.7450641489214477e-05,0.00014006606036969806,0.000270982011815333,6.783448863927673e-05,0.0002553661060092792,0.0003224762684245768,0.0008402729554637768,0.0003580451894133865,0.0010708548608121904,0.0008953095243537611,0.00010772070553031662,0.0009370200322805379,8.737249672081867e-05,9.803343308321931e-05,0.00011677272232637097,8.445509204323719e-05,0.00030228375992798906,2.6572110416494154e-05,0.00010736681041507519,0.00023411845330632394,9.196877097727528e-05,0.0002967223491576059,9.39812960001274e-05,0.00014978975863845896,0.00019539412113766307,0.0001856258822261644,0.0008899051053518696,0.00010308237741970822,0.00014141911364439706
['quinolinic acid'],7.296144864836119e-06,1.1172177978120024e-05,2.5855597092646325e-05,2.0838009955675928e-05,4.445127447208998e-06,1.2730540769560399e-05,5.438349963600347e-06,1.400036470872716e-05,9.557429050842997e-06,1.3694728077479292e-05,9.991620366697447e-06,7.82743114120429e-06,1.0981936890314265e-05,3.7026251354975668e-06,1.8705746226164335e-05,6.701723189191522e-06,7.885672953548077e-06,3.323923358650244e-05,2.0433578147828496e-05,1.1942434504666247e-05,1.512539315351707e-05,1.991676626266493e-05,1.3014635968840525e-05,1.34695424816054e-05,4.44392696593743e-05,4.122128670824829e-06,3.247072710990765e-05,2.8456159492482406e-05,1.6024827198260113e-05,4.7249103369592875e-05,5.5075362900630645e-06,4.174922714048161e-06,2.1464347502111297e-06,7.035971811871856e-06,1.8965315302075114e-06,4.924088064933573e-06,2.6188538469804573e-05,3.0385276355230346e-06,5.836371509081108e-06,1.0169875630459662e-05,8.438775375295436e-06,8.81303564727328e-06,1.193109272053805e-05,5.101444245486162e-06,9.071168728389384e-06,5.8627353690383355e-06,4.197499079051049e-05,7.059843415268019e-06,2.474103255153677e-05,8.583566643068485e-06,2.21166086580275e-05,7.547412404459089e-06,2.6184003538199513e-06,2.832119678892076e-06,1.7035536234622944e-05,1.6574640918624983e-05
['quinolinic acid'],7.296144864836119e-06,1.1172177978120024e-05,2.5855597092646325e-05,2.0838009955675928e-05,4.445127447208998e-06,1.2730540769560399e-05,5.438349963600347e-06,1.400036470872716e-05,9.557429050842997e-06,1.3694728077479292e-05,9.991620366697447e-06,7.82743114120429e-06,1.0981936890314265e-05,3.7026251354975668e-06,1.8705746226164335e-05,6.701723189191522e-06,7.885672953548077e-06,3.323923358650244e-05,2.0433578147828496e-05,1.1942434504666247e-05,1.512539315351707e-05,1.991676626266493e-05,1.3014635968840525e-05,1.34695424816054e-05,4.44392696593743e-05,4.122128670824829e-06,3.247072710990765e-05,2.8456159492482406e-05,1.6024827198260113e-05,4.7249103369592875e-05,5.5075362900630645e-06,4.174922714048161e-06,2.1464347502111297e-06,7.035971811871856e-06,1.8965315302075114e-06,4.924088064933573e-06,2.6188538469804573e-05,3.0385276355230346e-06,5.836371509081108e-06,1.0169875630459662e-05,8.438775375295436e-06,8.81303564727328e-06,1.193109272053805e-05,5.101444245486162e-06,9.071168728389384e-06,5.8627353690383355e-06,4.197499079051049e-05,7.059843415268019e-06,2.474103255153677e-05,8.583566643068485e-06,2.21166086580275e-05,7.547412404459089e-06,2.6184003538199513e-06,2.832119678892076e-06,1.7035536234622944e-05,1.6574640918624983e-05
['quinic acid'],2.4034359554754277e-05,1.3234733912542181e-05,1.110635613945289e-05,1.4356896623005068e-05,6.56365627311286e-05,1.8557900980978893e-05,5.610995994190834e-06,2.2895624054051046e-05,8.7223138910606e-06,1.150006011634479e-05,1.083836785540062e-05,1.7004419375719666e-05,1.1673712442460045e-05,1.4128438017030188e-05,2.984605731196887e-05,6.318767578380577e-06,1.8518040980803913e-05,2.2595699472189323e-05,1.1926895399590882e-05,1.32596147809162e-05,9.831505549786095e-06,2.7931082567561973e-05,1.2767522627660009e-05,2.9108675698502945e-05,1.5375987302143507e-05,1.668959413065662e-05,2.0576369853069822e-05,6.13365981993437e-06,1.269891966654575e-05,1.4660294919023876e-05,1.0005357593614567e-05,1.6177825516936626e-05,1.124322964396306e-05,8.00645068247487e-06,1.8066958261450506e-05,2.2561276224786554e-05,1.2559809266130765e-05,1.1075923316583964e-05,1.4779198821382806e-05,6.278792780544661e-06,9.7853884670979e-06,1.1192555272037066e-05,2.4543962167963988e-05,4.5449230550694895e-06,1.5393498448175926e-05,9.712889939750078e-06,1.0356446325882962e-05,8.3000861774097e-06,3.307306413246668e-05,2.0057517972068196e-05,1.9687132706956294e-05,8.63759419621429e-06,3.198189003594369e-05,0.00012824191920983183,2.1815916300461017e-05,1.5148865355732514e-05
['quinic acid'],2.4034359554754277e-05,1.3234733912542181e-05,1.110635613945289e-05,1.4356896623005068e-05,6.56365627311286e-05,1.8557900980978893e-05,5.610995994190834e-06,2.2895624054051046e-05,8.7223138910606e-06,1.150006011634479e-05,1.083836785540062e-05,1.7004419375719666e-05,1.1673712442460045e-05,1.4128438017030188e-05,2.984605731196887e-05,6.318767578380577e-06,1.8518040980803913e-05,2.2595699472189323e-05,1.1926895399590882e-05,1.32596147809162e-05,9.831505549786095e-06,2.7931082567561973e-05,1.2767522627660009e-05,2.9108675698502945e-05,1.5375987302143507e-05,1.668959413065662e-05,2.0576369853069822e-05,6.13365981993437e-06,1.269891966654575e-05,1.4660294919023876e-05,1.0005357593614567e-05,1.6177825516936626e-05,1.124322964396306e-05,8.00645068247487e-06,1.8066958261450506e-05,2.2561276224786554e-05,1.2559809266130765e-05,1.1075923316583964e-05,1.4779198821382806e-05,6.278792780544661e-06,9.7853884670979e-06,1.1192555272037066e-05,2.4543962167963988e-05,4.5449230550694895e-06,1.5393498448175926e-05,9.712889939750078e-06,1.0356446325882962e-05,8.3000861774097e-06,3.307306413246668e-05,2.0057517972068196e-05,1.9687132706956294e-05,8.63759419621429e-06,3.198189003594369e-05,0.00012824191920983183,2.1815916300461017e-05,1.5148865355732514e-05
