,woman_Pt070_RPLCneg,woman_Pt113_RPLCneg,men_Pt027_RPLCneg,woman_HCW099_RPLCneg,men_Pt025_RPLCneg,woman_Pt019_RPLCneg,woman_Pt058_RPLCneg,woman_Pt087_RPLCneg,woman_HCW045_RPLCneg,woman_Pt123_RPLCneg,men_Pt074_RPLCneg,men_Pt063_RPLCneg,woman_HCW008_RPLCneg,men_Pt013_RPLCneg,woman_Pt032_RPLCneg,woman_HCW103_RPLCneg,woman_Pt092_RPLCneg,men_Pt010_RPLCneg,woman_HCW019_RPLCneg,men_HCW237_RPLCneg,men_Pt020_RPLCneg,men_Pt116_RPLCneg,woman_HCW035_RPLCneg,woman_Pt122_RPLCneg,men_Pt068_RPLCneg,men_Pt007_RPLCneg,men_HCW012_RPLCneg,woman_Pt085_RPLCneg,men_HCW036_RPLCneg,men_HCW059_RPLCneg
Label,COVID,COVID,COVID,HC,COVID,COVID,COVID,COVID,HC,COVID,COVID,COVID,HC,COVID,COVID,HC,COVID,COVID,HC,HC,COVID,COVID,HC,COVID,COVID,COVID,HC,COVID,HC,HC
531.2704@459.88,17275.5778,28527.76871,14598.94472,12008.83772,9865.73468,13573.71249,22481.30847,11067.6788,17682.05171,16467.22568,9345.21286,11200.36203,18465.88391,12367.54541,17149.33698,23007.19997,20548.7654,9977.25704,15647.78576,11405.83707,17169.76789,17476.27461,5118.5658,16769.46429,13454.82869,20186.34518,6964.71446,9961.93056,23682.45531,15064.64838
531.4415@510.5,70856.8721,103640.20693,76230.95708,193214.26136,79411.45404,144588.41194,82374.28823,70282.40804,110459.79191,75559.72068,76300.96399,85538.12068,38233.3486,108349.72845,94884.79265,30680.77558,77630.68717,95131.10871,62236.09129,79953.90956,36410.74737,69384.40436,98113.38919,109120.37367,40511.34805,115697.24955,77821.76094,90889.67711,97318.98862,78465.07458
532.2991@411.19,70579.24803,52503.9041,48601.7741,18144.85632,43148.47065,6713.75489,88070.7067,41031.12027,72085.74234,66959.3592,51670.16279,44286.77942,9962.57368,51652.86227,66099.08138,78923.54762,58341.28455,34746.17238,71544.23782,41081.20073,61707.63259,69664.28027,17515.30077,65602.86997,58068.42181,75618.9756,18192.13695,32503.21434,75611.68909,72125.02172
532.979@654.19,26034.31027,26054.41184,24869.54316,26187.39109,24669.55997,24164.83396,24295.38143,24467.83833,22769.11869,25327.6424,25837.46302,24929.85548,23940.37509,24900.81409,24423.73538,24091.45389,23890.0603,25227.27569,23481.45785,24711.86395,23913.79799,23286.97923,25122.4638,25964.0527,24822.67482,23765.30805,24745.11776,24721.77296,24616.22767,23663.91776
533.455@479.03,7872853.00141,6945695.57005,2269810.52809,2923046.57876,6139401.51347,9785333.03514,9367838.52429,5734745.55797,2041128.37801,7858698.72203,5982427.72255,11129598.30382,5529077.33654,3801801.87274,5040482.21948,2456830.88705,4916012.54887,3424006.9751,3514585.26999,2345579.08981,5980198.79694,5016882.25105,759492.21391,5756841.33712,4983541.55828,7529869.7873,794659.00356,3216220.34906,5095498.90257,3751952.84275
534.3555@465.29,38750.82523,29133.97733,45799.43655,40289.15452,20024.6476,24253.78741,63370.43253,15320.52035,22427.90705,34183.58129,16558.06954,16731.9969,26174.89052,44466.32785,37444.33167,59446.8839,29845.43927,16664.20893,38690.3135,15804.97233,36582.59292,39873.46723,11118.65285,46453.8596,26768.49674,50172.17303,9157.72935,12695.35015,49804.17875,25983.58804
534.4583@479.03,2691697.44272,2367892.6174,779005.61866,1011748.04698,2083713.07822,3320521.29225,3197938.41273,1961008.56582,707314.65403,2670263.66181,2046547.30695,3821232.7498,1882147.92466,1313482.20373,1733632.66995,850187.05168,1704835.01048,1178846.55727,1205298.9029,801371.58521,2052581.16168,1728175.43002,252841.00071,1986733.11347,1701959.17343,2600284.1213,260385.81073,1103941.67767,1762495.62188,1302044.51858
535.4607@479.02,522141.01039,458386.76472,142628.30693,186717.37961,406882.21847,641621.27994,610933.21821,374848.76993,127760.73436,525042.55139,397315.66761,727711.72558,366426.47024,248122.26407,327297.12095,160601.28705,315528.60931,223171.37649,226791.00044,146760.38473,395614.15336,332873.35898,44743.45435,390322.27184,324305.54514,506986.78603,48480.53358,205880.71871,338100.42987,247574.86854
536.4643@478.91,75114.9324,66917.6607,49418.76594,22755.68409,60100.88627,100001.97123,95348.18163,55463.96447,12911.76351,80312.86362,58129.69736,119521.28717,50837.94473,32404.12442,45702.01185,16859.79474,45739.82976,29980.28744,32041.19188,20841.1252,54838.45582,46807.86261,2441.5725,54104.77139,46345.42573,73268.12061,2977.37504,30223.29758,45607.71453,33784.02361
537.2189@391.3,16101.33863,12551.55675,10213.40849,12344.31019,5515.96766,10272.75331,12595.20622,8026.02783,15027.77945,9654.09075,7923.3779,11174.5683,10707.06701,9354.01513,12316.76575,16860.98975,9130.67208,9667.87741,15290.50692,9111.4954,9742.92792,11949.33118,8132.18173,12553.54711,10263.06463,14469.06202,10021.35766,6816.29522,11475.28024,12074.69216
537.3294@411.18,29237.79122,20004.13274,22675.72067,16869.51218,11057.01525,12305.26959,23731.01461,10413.60826,20696.9011,28650.19672,13135.60773,11693.79039,19974.37077,12307.4887,17062.70632,26620.66349,15631.60816,7933.72573,20239.03521,13585.13748,18065.31263,27629.27627,4981.46838,21449.47194,20677.32109,22548.1816,7019.66485,13180.7528,22270.95562,18718.84056
537.4146@426.15,340583.75551,46783.63736,53982.41206,60115.36974,181688.35124,101823.29659,79855.4898,81978.64129,293521.74653,248774.3079,282279.86394,97595.65103,303846.79941,129670.14578,221858.27204,760253.21511,106080.15216,221606.53051,280062.09475,79158.21676,1488887.2442,295874.0929,73337.09483,361145.93839,1136212.37296,223441.14006,87025.67047,50496.9758,1177502.22547,277215.44975
538.2182@506.29,3650.53556,23310.77885,6875.32643,1392.97952,7152.84384,12958.18731,2635.77056,2258.24048,10055.87529,10034.12203,4203.89295,5012.03796,3953.72177,2754.4352,9701.61065,38374.64498,9200.70319,4714.4317,4193.75907,2188.63233,6347.63795,10436.33287,3024.69801,8454.75351,3407.28145,2806.65512,2572.42377,3376.09926,23075.79948,20616.8863
538.3137@377.61,44131.71192,45648.15466,36199.36107,142249.94198,56727.87045,41736.10738,87952.22308,58730.1964,172530.80673,58405.77597,37925.55107,12971.76795,114828.25296,27813.04015,89725.00955,132022.40847,57655.23848,18201.63052,82138.55697,46847.67625,38507.6459,45526.68732,11764.11516,57020.36484,29851.15285,181319.59614,19183.20768,16128.95896,67585.47087,43803.46611
538.3502@423.63,83551.37776,71743.66811,70367.45062,96150.25151,60693.07663,87908.90556,157669.34356,66484.36136,180427.68534,111096.11708,69194.54214,62026.43396,128801.89991,54160.65678,79192.84901,361596.12366,90668.4793,64979.38751,171953.18625,61489.16863,85100.3427,164636.14591,39956.58453,108536.80238,61652.35781,145213.90277,40049.04366,39199.64543,189949.41071,164274.81788
539.3533@423.28,24603.71239,19815.90313,18958.65487,25932.79497,9651.13746,24742.07096,42229.62554,19230.37619,47853.00852,31431.4936,19216.03426,18022.49228,36440.6161,14433.48433,23721.09378,101331.94772,25472.40286,19188.9029,46949.64407,12754.75272,27078.90919,48807.77297,8665.41679,31500.46528,18331.3944,40827.94451,12770.99903,11125.28456,52109.59726,44355.49554
539.3685@479.42,58523.06819,3677.0871,8408.53064,6446.60106,27968.21466,13119.83064,14326.71685,21839.81674,45008.49857,33094.44377,40436.93163,42780.90599,32387.23226,20715.76591,23693.33936,48523.83517,10434.30269,35742.80823,27214.55944,10229.951,157578.93977,48751.52587,1833.32452,29686.78933,48451.36045,33152.8594,8065.46976,5200.02646,64226.68632,33538.02522
539.4303@454.3,1705131.61674,94807.94738,138779.35541,410292.56648,551998.25173,277603.11306,274369.42324,164879.76694,686815.7708,629960.66014,619893.89244,308836.87363,1342638.28442,647644.59244,1013579.24472,2299542.21476,147852.65854,819152.51885,1529288.49206,399738.09425,4195622.20166,1180000.17722,485979.22657,1167062.51883,2172541.31074,880540.18721,298645.49204,113082.92815,3953519.21155,1097713.53768
540.2347@506.12,2833.44617,28124.69546,4416.2741,1186.63378,6420.76052,11191.4835,3317.32092,1273.34636,7230.84582,9541.8636,2082.75695,5341.22063,1056.65067,1544.26687,8273.95938,41774.98015,9971.17452,2998.74511,2066.94064,1661.2388,3303.62445,10054.91023,1930.28676,6931.9481,1326.84124,2038.69543,1451.76989,3111.11865,18661.44955,19846.89405
540.3302@411.23,4250763.09476,3002561.75379,2750779.13441,3618901.04449,2215348.20059,2865805.23311,4847213.53924,2168835.50075,4013099.78812,3930208.83879,2649614.81457,2361244.23534,3929271.38685,2567312.8687,3554730.09247,4917171.30921,3091056.31053,1784850.63844,4037475.03847,2246828.30165,3704921.12749,4228236.21299,1079017.38593,3593068.48533,3140706.03137,4671289.06591,1148456.37288,1838880.434,4340735.4222,3775932.4922
540.3646@423.17,149459.60325,85448.85398,123987.47521,73500.98166,79257.53232,77684.00624,184213.74241,101197.1338,128668.121,114196.72547,76770.83218,72091.3421,155914.23176,112994.98799,89868.78256,303832.54703,137932.6688,86081.99966,164532.91808,57121.45392,158327.34618,204343.43988,24287.30078,142741.6051,112245.73724,185118.7886,32146.81041,44376.1718,176500.86245,185370.42083
540.4336@454.22,558197.64904,24321.2211,46289.68616,130558.006,181420.9207,93044.31134,89845.72416,53024.71982,223837.17154,205565.64094,200856.88809,101091.48383,437262.07762,208936.7836,332543.98617,763278.9356,84182.29972,267252.87968,487435.50416,134646.81546,1372447.22774,393267.07343,161629.79592,385811.01137,709937.13727,290833.98449,124384.66782,34632.58905,1295963.5539,363841.37619
541.2641@194.94,7643.31814,29166.30928,5364.18464,4708.32681,11730.36923,8103.41429,17279.35732,11764.5333,8581.3426,19666.90874,7774.49243,22027.63763,11694.75032,4695.00047,13346.80782,10149.20848,28976.33207,74755.30801,7390.97105,6388.60773,31429.11825,11996.67448,1146.57916,11253.53132,10444.98491,6204.34038,1525.85674,3837.57594,17769.93952,13064.47306
541.3333@411.23,1138754.59967,815503.22306,747305.49988,975249.34412,600257.6369,783878.93259,1303756.47368,589475.42095,1090727.55419,1070597.33292,727264.88917,644020.5457,1054286.9417,702189.22465,957141.29568,1315034.40729,839444.46232,483391.95018,1089529.84522,612979.4691,991065.76721,1142052.08088,288143.68263,967689.88579,851367.77708,1257349.97734,308365.69987,503237.04322,1170692.48726,1020309.27985
541.3685@423.08,41418.95445,24414.13132,35624.78923,20612.892,21394.45225,22182.22373,51139.33265,26761.79001,35607.40788,31020.05235,22684.37978,19871.14527,43178.32382,33785.38353,25767.56481,81930.49521,36353.56005,24004.34786,44185.69759,15582.00468,44822.57732,55073.60678,7221.45,38853.91527,30068.94289,51631.36227,8911.80086,12185.44368,50587.08222,51775.12944
541.3859@477.53,77387.40396,8011.19339,24842.58341,6283.8627,70027.56779,20635.35631,32143.34943,32017.02704,120822.4813,51474.26922,71351.35358,41565.55121,82884.28441,37930.49279,44470.13614,159832.83659,29939.45121,86967.47379,84041.1867,16459.04075,259834.91119,101132.89706,23521.05285,75503.14123,91427.11373,113921.75768,34043.92793,11007.70534,148242.89821,64469.88226
542.2508@505.79,14224.96823,49312.48941,14854.54704,6178.16843,13589.36366,23333.61774,9809.15044,8395.69553,15551.26569,22639.53849,14206.08954,15836.2979,4815.59741,8798.4486,19379.16512,43694.80875,22081.80793,13159.41183,9203.76781,6592.96183,11667.59751,21021.75878,6549.83672,17599.38755,7671.75806,8463.01493,5381.28583,8533.66053,40597.18668,41732.15783
542.2675@195.04,2796.77396,8349.94722,940.74374,917.37043,2614.92263,1820.4025,3349.50434,2804.92207,2056.0766,5587.18009,2136.93624,6702.81794,4022.63797,1423.64241,3848.81095,3177.45021,8588.01456,19651.34019,1780.681,1652.64878,9152.40849,3637.60729,429.0816,3188.92796,2560.95785,1460.7124,533.26919,2023.92546,5737.44285,3823.45575
542.3238@389.06,41547.36514,36420.89111,19827.14059,38197.1592,31123.79052,34581.98848,42114.70071,36319.06756,31862.44247,73903.19708,38428.15659,27713.10684,27403.74049,24819.57637,19782.38954,74797.74235,40555.82984,27629.02037,33182.08498,23424.51695,46236.69189,47623.04905,8003.58115,34108.18858,32334.6091,32290.18056,11318.18227,22634.45745,59118.24734,46681.69141
542.3349@411.23,217039.68566,156868.64869,141163.58993,188614.06795,112302.05182,148160.79337,253137.64973,109853.78789,207452.86052,204256.35288,136211.4765,119091.53,199295.69216,131377.71997,181128.82863,252309.48409,159287.57879,90433.74637,204313.62138,113669.25424,182377.55769,217093.59419,53236.99478,183536.88658,159190.67087,239210.26487,56835.27339,93317.67228,226993.07462,194951.63196
543.2949@460.52,71449.30449,773664.10864,103335.96888,102939.03773,59480.04334,98996.74069,90055.69197,97346.79574,117240.48344,94344.84757,48010.17841,103885.07351,137836.342,64196.33932,114447.57098,73414.01877,336598.82185,87682.6664,83874.77187,25771.25891,75368.35185,70087.29204,25372.05179,137462.57111,88810.13755,147595.77758,17059.87793,109898.89615,20487.27607,82800.70034
543.3366@411.19,35872.21122,24434.29088,22559.33199,29386.46078,17027.6704,25576.99971,41864.4989,17198.64557,32048.19715,32028.97499,25351.58177,22697.18435,29368.66687,21954.29312,29279.07889,40897.0088,25624.31085,13006.42357,32968.44833,17590.14646,29230.71403,33946.56919,9528.50624,30149.92171,25856.65058,38319.38426,8586.07453,15015.22167,35608.43101,30686.51486
543.4937@486.56,4681.49042,5249.22557,1669.86385,31458.74184,5876.11745,9946.75965,7020.79186,5553.38825,90559.19567,6005.2638,5214.80133,13556.60434,5407.97296,4852.22786,3689.9406,1249.15521,4428.2587,5267.69956,2116.58898,2269.26399,5056.26662,3454.93176,577.565,35117.26553,57125.82396,6256.78098,964.30265,3294.84524,4472.88007,3283.95785
545.4201@496.51,298412.72213,59861.04602,63090.17131,40962.80903,211944.90622,135666.85948,74816.39872,194372.94779,360596.54803,299606.24423,375377.41038,129030.7678,184533.59417,116178.36675,178114.58312,583293.37381,184782.84103,349839.84796,327419.28428,105850.88093,1367373.75896,373118.94648,27289.61318,272088.98431,411248.51814,184887.38404,97365.42298,72306.34365,651437.59131,299045.59431
546.4216@496.46,68949.74426,5563.00456,12431.49536,2379.97382,53845.2799,26172.27792,15887.32032,28259.29637,200074.53755,92048.19954,115897.73456,47043.60757,59328.76527,44830.53099,61654.11938,104116.42034,34267.87196,118306.36471,51693.54441,15145.13687,268635.77389,126066.4193,1847.84316,145693.23689,150689.0445,83465.35723,23572.55052,13089.91297,206857.82374,101240.90783
547.4337@641.4,4761.32835,754.0176,780.23859,2078.31794,2940.15074,3716.86528,3925.92467,2939.60965,13364.13001,4744.40837,4694.7244,4068.98257,6091.56553,4353.47369,4609.34366,13119.78401,2252.55494,6427.81354,6918.48243,1253.01349,19681.86408,6429.05398,1151.85956,8984.57372,2398.82772,8123.01617,1843.21325,1279.29595,12981.01988,5123.4989
548.2401@500.19,5678.2739,13965.08804,4498.26549,258.98008,6461.62955,1802.95392,1245.81645,2505.19818,4038.77215,10309.56581,368.41372,4128.37234,620.51583,1765.6927,17263.51246,30678.7259,14431.75816,1940.26505,3111.18881,3208.30063,13249.93007,7451.85027,6299.68244,14895.92016,2630.76781,633.6452,1843.94948,7065.22721,6827.16082,5152.19754
549.431@478.72,65230.25899,59447.17667,20460.43307,13358.04419,53999.11305,83850.80337,78729.17563,44539.12226,6248.33282,67014.11848,49344.80335,100212.92117,47869.81886,32280.84141,51115.67938,21913.92353,41195.38916,27139.40208,28203.51262,17101.505,58576.7547,43937.72832,0.0,53107.91457,38786.5144,71883.06022,2375.56355,30605.6665,50317.92306,33243.32032
549.4507@641.37,12598.47438,3173.85662,1649.77348,4618.68654,8009.68233,7095.99552,8556.42474,9995.44524,23100.53461,8498.9649,10124.03257,10016.53135,21339.93852,7329.74768,12262.41993,23822.42126,9407.36621,12769.17742,18876.65889,4430.77589,32747.306,12911.62256,2804.54988,13113.83376,15018.28245,19435.74444,1696.48993,3394.11473,27770.00507,15852.14556
550.2559@505.45,2304.21063,9380.02881,3410.0609,247.06623,1616.83624,1023.84876,762.72541,853.89344,8629.8795,2313.52355,1541.19526,796.48934,664.04857,367.97949,1718.55693,15825.62027,3822.79032,1370.77105,3267.41563,1107.47573,2869.45027,3258.61079,442.17483,2383.72035,648.68148,1326.63348,485.15718,1057.72896,7494.48451,6834.32294
552.2722@501.86,11444.88295,15881.87341,8315.98836,759.74086,4158.92434,960.91033,1015.89346,2146.467,8886.85725,15878.21096,1403.72456,2993.43578,2929.51806,359.49495,1979.81671,58722.55054,26257.93163,1281.03569,5844.43622,4441.97479,32502.4852,13337.42995,6941.93098,37661.14764,9094.83994,2032.97191,5054.58464,11166.80225,10408.35359,7449.4007
552.3291@377.54,166928.52171,191644.8912,112518.01619,445253.98943,210620.80146,143354.72577,345441.29751,202273.28726,756021.57913,223243.91625,132790.39804,45592.31394,446692.74218,97736.88652,270963.40179,562458.00514,227486.6786,69980.5044,327740.99854,187250.19343,139479.91012,183890.51658,123152.15969,218821.97552,110467.38302,698177.79304,72361.00871,56157.91056,273150.21092,164056.99975
552.3647@471.16,18147.56176,13931.9919,6733.20313,15106.93219,6541.84225,21773.6854,27268.4014,12731.76602,34211.77721,24053.7048,14535.27505,13123.42478,17739.31169,11811.85265,14709.83679,77868.43259,20129.25467,14389.69791,25252.82702,10101.62995,17526.03907,35272.26052,6148.53077,16631.15146,10309.84405,20916.47782,7304.48622,7376.88948,37230.48512,28304.15532
552.3654@432.06,42795.59217,29661.47011,37318.38498,29273.46678,22747.96781,24354.41986,54657.62511,26840.31702,28117.86727,41946.26453,17085.78529,26579.16924,35888.35499,38059.16602,31191.85769,80531.49913,44431.47036,29081.37215,40239.94288,15257.59531,44156.99713,60024.71748,7021.13631,50977.64527,32286.28984,46120.83016,10380.27044,11193.36925,45654.84321,40055.7588
553.3321@377.58,42125.48499,52989.44912,31662.71512,126969.44513,49804.67995,38409.94788,98215.83863,59181.30334,212097.44059,55892.84005,31258.69005,11424.73997,126636.96574,28153.95878,65066.99281,135974.95269,63466.71249,16917.89974,91803.57579,47157.01718,36634.39792,48944.19373,32285.72334,56867.71331,29550.1264,193682.01987,19693.47886,15135.93677,77010.64669,46582.87156
554.3462@411.23,14426406.38102,10209957.41758,9586390.82533,12044765.06609,7329807.46313,9731334.11749,16144351.37333,7311130.97318,13454878.72277,12944031.58405,8805474.96652,7604467.73805,13055984.53252,8444727.32723,11572411.34816,15985472.94401,10588564.66266,5759542.90983,13767604.7639,7715983.55316,12743339.18715,14319555.76234,3563495.27931,12087698.32263,11139812.89337,15512796.06147,3936818.218,6034698.37428,14280414.132,12295485.63082
554.3803@473.93,53912.90562,35413.89536,39768.64731,23369.51681,31495.52583,32567.18272,76820.63554,31572.23489,30425.23111,45879.32845,36491.84913,34992.87859,52568.39776,37487.52641,29681.12106,95236.20044,50704.5411,38789.59207,72383.59031,25177.38565,64123.112,91544.73256,11706.40608,44483.89969,37907.24881,84139.244,12126.05116,16010.65879,62255.41274,58036.4392
554.4607@411.15,249678.00392,171813.06993,156552.58617,226155.96265,95463.26203,156903.46804,297063.4867,89718.03966,600904.4637,225611.95718,142010.17506,104249.50313,219255.98209,125581.40113,194359.70488,280670.79792,177971.30959,57140.5561,241259.09129,94794.14065,206524.62249,249364.64376,16828.50944,197468.4559,191636.63452,279123.51342,18675.9741,56501.21931,257178.1583,538965.95357
554.5836@635.27,52152.63796,53110.94755,45854.18541,1031.71138,20746.73962,1079.42502,26093.92594,23625.16017,34914.56316,55685.33662,1986.92579,24698.17451,48329.08759,7580.37634,25044.05457,48111.45971,50925.59412,9527.51674,23354.91575,45762.43256,55373.71267,56655.42881,52254.0047,49406.55275,46074.26657,38849.51858,47853.77927,49755.43339,31086.15853,21040.80892
555.08@478.47,5596.84429,4395.11355,5111.05866,9290.12525,6247.68994,9894.58291,5366.52693,5903.98149,7329.43835,5240.16776,10178.15053,7906.19066,6449.28829,8967.74905,6594.55329,5335.53792,4642.91939,11015.04847,8353.89626,6057.75919,3257.29989,6376.67944,6224.6033,3214.41357,5228.5797,6310.92638,5393.66444,4925.43731,6472.41386,7401.99452
555.3491@411.23,4083048.5057,2806413.68523,2651402.42721,3326860.1896,2027146.32979,2687032.80229,4725489.40947,2022368.33662,3786370.93187,3617805.24056,2428314.034,2109740.47456,3627578.68059,2332631.42411,3191299.59626,4649619.7292,2911889.34819,1606947.2497,3856593.83321,2121910.26769,3533619.7655,4064504.06867,1004270.6127,3339985.51658,3085166.47374,4490518.32432,1096788.8763,1681799.71577,4048844.23091,3422445.17288
555.3833@473.79,14982.07386,9040.56339,10725.52159,5271.30684,9153.69367,8982.48004,21044.66761,8426.50185,7106.489,11878.22756,10934.0655,10412.73891,14096.77485,10161.32225,7047.18978,22623.89523,13225.73853,10183.92294,18084.57292,6631.89094,16286.75328,25644.86721,4295.20558,11564.07201,11975.10353,21012.17642,2618.93289,4199.42238,17425.59355,16905.16886
555.4401@641.38,8784.16686,9690.02252,3691.83128,4293.16713,4419.79314,9065.3858,5991.66794,8321.35183,59135.52239,10277.11685,13436.88405,5789.16688,20717.84491,8146.50869,12100.31705,15252.62364,9314.78314,20152.67042,18860.23889,1708.65075,18204.41975,14832.82688,2925.2413,25943.32073,4180.40884,30536.40828,8433.43672,3167.86788,26347.09212,10209.5652
555.9807@475.84,147607.56764,148749.54344,155103.29726,231723.29094,192608.46694,225667.6187,177684.38041,174168.10798,161091.46999,156073.77078,221698.36786,186360.719,142598.13945,207139.97629,171453.29716,137245.74793,130245.3067,207338.12511,173639.09758,155552.52692,131250.44536,152940.2612,139541.57149,135543.88823,151792.15308,160575.74683,144093.48379,143422.61257,174573.96295,184722.87406
556.3451@411.24,1128692.08699,793520.10617,753391.89935,914997.69323,575883.16237,750888.73566,1272897.86091,582504.57757,1052272.64007,1016175.39968,689195.06875,602333.14127,1009951.52901,660326.77258,892607.03011,1271280.22429,827384.29905,460940.10472,1055816.38475,608408.90721,972555.48571,1123755.31588,293256.38255,934076.15172,863891.2541,1232093.86797,319590.1343,487067.5359,1114075.60984,946684.46074
556.9393@509.01,176123.80429,197455.30327,193439.67827,284594.64175,218309.50967,282914.04113,214044.48955,215366.69615,197808.61969,197928.82107,264429.8722,236149.30506,175242.44073,251879.69362,221572.39044,152818.08042,158072.40728,253268.38202,209153.41759,186181.73276,158365.51456,185974.06526,175503.36888,157276.4829,190929.85368,189605.50185,182541.48806,180345.56511,218649.06033,226140.48566
557.3271@411.2,542790.18871,397845.10804,393484.40649,515671.45601,304204.98316,422079.55634,677583.19487,307983.19506,550784.46891,519557.44374,373511.08654,309814.64289,494449.57074,367285.52281,486764.84742,600771.64818,411010.04898,238118.05213,554277.98672,300165.68342,468699.82491,542782.76657,112747.98129,460837.15765,433788.73331,621328.47062,120162.55643,228120.8993,598496.07025,523508.37699
557.4557@503.12,916957.61846,1276285.25625,254293.31433,209155.66396,123046.41482,403527.20675,229453.42274,731276.29899,1451092.39265,337378.33356,360071.97297,150776.1418,358853.36346,803673.64025,1329790.35329,457760.90088,991389.86535,623570.01014,590410.45197,607099.05137,316027.76465,739837.32323,880745.38315,1999412.01421,478269.48454,2199676.38149,560662.30257,874694.46725,1004605.90167,285028.17473
557.4557@641.36,51509.92113,43979.30317,30003.26403,35641.5942,24252.01307,41640.88409,50067.33313,43428.5343,160056.83214,47828.80786,46155.25515,31023.24076,49404.30902,47112.46604,63393.62493,56834.85412,39351.62107,76806.91553,56519.53317,26044.83595,86104.92355,58977.39219,24786.64045,94348.90358,33844.83459,118943.79325,32826.04468,28554.9034,114443.34996,36419.71127
557.9424@509.01,20041.92463,22199.89368,20731.93924,33662.46967,24245.76615,33342.49763,24163.937,23493.15401,21345.86577,22725.89937,30303.71685,26879.14498,19558.79846,29730.00739,24395.31059,18492.25777,18433.29624,29216.00577,24162.86873,21250.09857,19017.16749,21511.46442,21557.23161,18882.95167,23416.72414,20848.21372,19888.80758,21440.54955,24290.53269,27114.06431
558.3258@411.22,42368.44596,66006.94193,62339.84515,87537.7385,54713.35593,74926.00549,98957.38544,53636.41525,89016.55479,81313.82377,65559.10471,56149.77895,75921.98363,63892.42602,78543.31823,86439.06523,66705.30479,42291.14309,85242.51639,51337.19903,71408.86388,81272.48031,20124.52713,76207.10204,67892.12164,93932.21186,22914.87202,40911.36609,94091.82069,86171.47838
558.3318@459.87,90507.55683,96852.1306,131099.59224,108151.4463,104543.74375,180880.66091,359124.15919,107594.8009,152317.6656,168994.00618,109903.43827,94954.8024,187443.45713,160653.24014,199625.1807,281283.85762,117844.82445,107489.79954,230572.98117,101485.49756,158844.24027,166808.71543,40382.24269,157231.17161,116799.86946,211485.13945,52115.53108,64505.73492,248153.70346,187963.07411
558.4606@641.02,18059.30666,16359.64498,11214.1997,13119.92202,7915.22596,14307.6231,17078.79299,14730.58805,56120.75706,17363.91194,17017.52841,11003.76462,16922.02483,17088.03053,22933.3596,7475.7093,13826.06461,27675.5561,18957.12943,9585.48003,29972.45169,21376.54787,8791.22854,34767.82457,11458.78236,41227.81018,12286.53429,10610.99064,40340.8253,12021.17707
558.9387@509,57233.34597,63584.01659,64239.08037,98199.9843,71430.4364,92789.79268,65501.98533,68699.44292,62779.04228,65423.88048,86080.01625,72663.7516,54451.09877,80712.68774,74086.73401,51992.00361,48248.24555,80565.23673,54121.06877,61992.01236,52605.17131,64309.04415,58313.08263,53305.27595,60661.74138,59874.63527,59192.67682,56977.10905,71580.17117,74119.68498
559.3342@459.7,51262.21462,28032.10318,32599.42613,30689.54013,29844.61239,44940.20881,86927.99641,25523.5775,41498.4856,41532.69499,29016.11909,26951.23588,50703.46968,41109.70467,48026.19917,73788.64941,34135.49359,27180.12079,55966.57831,28499.07262,44749.4202,45055.84341,12025.73342,42463.36998,32291.69167,52565.65052,15277.91046,17516.32799,63394.15557,47519.52564
559.4702@486.62,751681.07678,938922.81939,441538.93628,662480.03435,820897.84096,1118973.99836,1033566.11526,811668.11677,578575.54757,868506.27139,840119.44758,1284386.38275,595101.94925,785185.8851,871987.55221,407105.54708,628198.74133,745842.20086,575011.21986,435064.60386,622208.86498,629253.71085,385149.27828,886638.78142,588236.93282,1126586.8149,317975.30209,539922.53568,825396.30759,590013.26613
559.4707@513.17,375831.93961,510238.20418,252205.19847,510685.34311,341681.42114,381316.26547,359368.50134,425097.68345,443315.47669,373081.95442,354380.83576,405254.53845,262281.65301,506922.54273,326827.18771,145467.6761,389946.81183,489162.79149,342970.91684,358274.99134,307674.72546,406495.61327,383520.69068,464165.70626,296467.71344,501697.66363,276887.19144,419494.66215,593354.62115,306000.57054
559.4709@641.24,24652.07827,29649.82787,18482.05805,21671.42769,14300.07582,15978.42248,20453.93923,21993.81306,52340.44775,19245.41285,17917.46686,13887.71859,13082.46083,26752.47208,35893.88458,14814.29527,19953.99895,25734.20563,19317.18555,16670.88914,16684.75448,25116.95683,20181.77093,37895.49693,13429.50101,55114.87772,16339.45349,19123.72113,42781.56131,10029.32468
560.3294@459.77,63649.46962,39219.93981,40968.56805,38214.71933,36115.598,57322.7888,109960.50262,34391.58101,52176.80817,52221.3373,34979.25567,31461.6808,64813.34777,51516.33588,60476.47634,91312.59994,40444.94627,34505.76601,71958.66253,36118.69585,51249.6757,57386.73131,14778.88146,52677.23787,39891.73712,66489.75211,19415.02416,21568.74773,77831.43974,59488.07176
560.4736@486.66,247420.78622,320030.57232,175319.81906,223990.49467,283227.26182,393888.72841,354386.68081,279027.50926,182581.41895,295685.67149,292863.04301,447488.54691,193469.57791,270611.88014,281000.84149,124504.50236,203790.02439,257765.35408,190638.87217,148146.82183,189653.07379,210674.23518,172778.0066,284492.38063,189120.28774,367240.36086,133524.71735,185776.16257,259102.85263,197593.46834
